,Feature Transform,model_type,C,no_of_features,CrossValDays,Confusion Matrices,AUC Scores,TN,FP,FN,TP,AUC Score,Min Leaves,Number of Neighbors,metric,weight,no_of_trees,min_leaves,Kernel
569,,K Neighbors,,40,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[80, 75],
       [69, 76]]), array([[82, 64],
       [90, 64]]), array([[103,  62],
       [ 68,  67]]), array([[83, 66],
       [73, 78]]), array([[73, 91],
       [53, 83]]), array([[98, 79],
       [57, 66]]), array([[102,  53],
       [ 83,  62]]), array([[99, 49],
       [89, 63]]), array([[85, 76],
       [80, 59]]), array([[93, 78],
       [75, 54]])]","[0.5085205784204673, 0.516189290161893, 0.543973063973064, 0.5496244277523445, 0.5571870516499282, 0.556910569105691, 0.5572191323692992, 0.5347395092460882, 0.4747978015103445, 0.48009882587605973]","[80, 82, 103, 83, 73, 98, 102, 99, 85, 93]","[75, 64, 62, 66, 91, 79, 53, 49, 76, 78]","[69, 90, 68, 73, 53, 57, 83, 89, 80, 75]","[76, 64, 67, 78, 83, 66, 62, 63, 59, 54]",0.5279260250065181,,7.0,manhattan,uniform,,,
570,,K Neighbors,,40,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[78, 77],
       [70, 75]]), array([[86, 60],
       [87, 67]]), array([[104,  61],
       [ 70,  65]]), array([[86, 63],
       [80, 71]]), array([[72, 92],
       [54, 82]]), array([[97, 80],
       [57, 66]]), array([[92, 63],
       [82, 63]]), array([[102,  46],
       [ 89,  63]]), array([[87, 74],
       [84, 55]]), array([[88, 83],
       [74, 55]])]","[0.5095661846496107, 0.5458548301014055, 0.5665095398428732, 0.5619583092581892, 0.5671180057388809, 0.5626751182766065, 0.5470300333704116, 0.5475195590327169, 0.4774342017069574, 0.47712951629720296]","[78, 86, 104, 86, 72, 97, 92, 102, 87, 88]","[77, 60, 61, 63, 92, 80, 63, 46, 74, 83]","[70, 87, 70, 80, 54, 57, 82, 89, 84, 74]","[75, 67, 65, 71, 82, 66, 63, 63, 55, 55]",0.5362795298274855,,7.0,minkowski,uniform,,,
571,,K Neighbors,,40,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[78, 77],
       [67, 78]]), array([[88, 58],
       [85, 69]]), array([[107,  58],
       [ 72,  63]]), array([[84, 65],
       [79, 72]]), array([[73, 91],
       [53, 83]]), array([[99, 78],
       [58, 65]]), array([[97, 58],
       [79, 66]]), array([[99, 49],
       [87, 65]]), array([[86, 75],
       [84, 55]]), array([[90, 81],
       [73, 56]])]","[0.5110122358175752, 0.5571295143212952, 0.58334455667789, 0.5598026578959064, 0.5816669655667145, 0.5785218869137844, 0.5699666295884316, 0.5517647581792318, 0.4816345681219, 0.48766943197787754]","[78, 88, 107, 84, 73, 99, 97, 99, 86, 90]","[77, 58, 58, 65, 91, 78, 58, 49, 75, 81]","[67, 85, 72, 79, 53, 58, 79, 87, 84, 73]","[78, 69, 63, 72, 83, 65, 66, 65, 55, 56]",0.5462513205060607,,7.0,euclidean,distance,,,
572,,K Neighbors,,40,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[83, 72],
       [70, 75]]), array([[82, 64],
       [87, 67]]), array([[104,  61],
       [ 69,  66]]), array([[83, 66],
       [72, 79]]), array([[72, 92],
       [51, 85]]), array([[97, 80],
       [54, 69]]), array([[99, 56],
       [80, 65]]), array([[97, 51],
       [87, 65]]), array([[87, 74],
       [81, 58]]), array([[96, 75],
       [69, 60]])]","[0.5089655172413793, 0.5261741682974559, 0.557037037037037, 0.5482465887372772, 0.5675439383070301, 0.5714941895181664, 0.5707452725250278, 0.5465860597439545, 0.4813441172527816, 0.4960786980370824]","[83, 82, 104, 83, 72, 97, 99, 97, 87, 96]","[72, 64, 61, 66, 92, 80, 56, 51, 74, 75]","[70, 87, 69, 72, 51, 54, 80, 87, 81, 69]","[75, 67, 66, 79, 85, 69, 65, 65, 58, 60]",0.5374215586697192,,7.0,manhattan,distance,,,
573,,K Neighbors,,40,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[78, 77],
       [67, 78]]), array([[88, 58],
       [85, 69]]), array([[107,  58],
       [ 72,  63]]), array([[84, 65],
       [79, 72]]), array([[73, 91],
       [53, 83]]), array([[99, 78],
       [58, 65]]), array([[97, 58],
       [79, 66]]), array([[99, 49],
       [87, 65]]), array([[86, 75],
       [84, 55]]), array([[90, 81],
       [73, 56]])]","[0.5110122358175752, 0.5571295143212952, 0.58334455667789, 0.5598026578959064, 0.5816669655667145, 0.5785218869137844, 0.5699666295884316, 0.5517647581792318, 0.4816345681219, 0.48766943197787754]","[78, 88, 107, 84, 73, 99, 97, 99, 86, 90]","[77, 58, 58, 65, 91, 78, 58, 49, 75, 81]","[67, 85, 72, 79, 53, 58, 79, 87, 84, 73]","[78, 69, 63, 72, 83, 65, 66, 65, 55, 56]",0.5462513205060607,,7.0,minkowski,distance,,,
574,,K Neighbors,,40,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[84, 71],
       [75, 70]]), array([[88, 58],
       [81, 73]]), array([[109,  56],
       [ 66,  69]]), array([[89, 60],
       [76, 75]]), array([[71, 93],
       [56, 80]]), array([[102,  75],
       [ 58,  65]]), array([[89, 66],
       [81, 64]]), array([[94, 54],
       [82, 70]]), array([[86, 75],
       [82, 57]]), array([[84, 87],
       [70, 59]])]","[0.5175973303670746, 0.5548167585838818, 0.5871380471380471, 0.5540468465265123, 0.538221843615495, 0.5660971016489826, 0.5445383759733037, 0.5359619487908962, 0.45542696277760397, 0.46953624371005037]","[84, 88, 109, 89, 71, 102, 89, 94, 86, 84]","[71, 58, 56, 60, 93, 75, 66, 54, 75, 87]","[75, 81, 66, 76, 56, 58, 81, 82, 82, 70]","[70, 73, 69, 75, 80, 65, 64, 70, 57, 59]",0.5323381459131847,,9.0,euclidean,uniform,,,
575,,K Neighbors,,40,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[78, 77],
       [78, 67]]), array([[85, 61],
       [89, 65]]), array([[109,  56],
       [ 65,  70]]), array([[90, 59],
       [75, 76]]), array([[71, 93],
       [53, 83]]), array([[98, 79],
       [56, 67]]), array([[96, 59],
       [79, 66]]), array([[96, 52],
       [91, 61]]), array([[82, 79],
       [84, 55]]), array([[87, 84],
       [75, 54]])]","[0.4908565072302558, 0.5253958370396726, 0.5574859708193042, 0.5494910884928219, 0.540015243902439, 0.5506407606448946, 0.5447385984427141, 0.5337837837837838, 0.45245542696277763, 0.4744095380570289]","[78, 85, 109, 90, 71, 98, 96, 96, 82, 87]","[77, 61, 56, 59, 93, 79, 59, 52, 79, 84]","[78, 89, 65, 75, 53, 56, 79, 91, 84, 75]","[67, 65, 70, 76, 83, 67, 66, 61, 55, 54]",0.5219272755375692,,9.0,manhattan,uniform,,,
576,,K Neighbors,,40,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[84, 71],
       [75, 70]]), array([[88, 58],
       [81, 73]]), array([[109,  56],
       [ 66,  69]]), array([[89, 60],
       [76, 75]]), array([[71, 93],
       [56, 80]]), array([[102,  75],
       [ 58,  65]]), array([[89, 66],
       [81, 64]]), array([[94, 54],
       [82, 70]]), array([[86, 75],
       [82, 57]]), array([[84, 87],
       [70, 59]])]","[0.5175973303670746, 0.5548167585838818, 0.5871380471380471, 0.5540468465265123, 0.538221843615495, 0.5660971016489826, 0.5445383759733037, 0.5359619487908962, 0.45542696277760397, 0.46953624371005037]","[84, 88, 109, 89, 71, 102, 89, 94, 86, 84]","[71, 58, 56, 60, 93, 75, 66, 54, 75, 87]","[75, 81, 66, 76, 56, 58, 81, 82, 82, 70]","[70, 73, 69, 75, 80, 65, 64, 70, 57, 59]",0.5323381459131847,,9.0,minkowski,uniform,,,
577,,K Neighbors,,40,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[80, 75],
       [71, 74]]), array([[90, 56],
       [78, 76]]), array([[108,  57],
       [ 66,  69]]), array([[92, 57],
       [74, 77]]), array([[75, 89],
       [58, 78]]), array([[102,  75],
       [ 59,  64]]), array([[94, 61],
       [80, 65]]), array([[93, 55],
       [85, 67]]), array([[85, 76],
       [82, 57]]), array([[86, 85],
       [77, 52]])]","[0.5202002224694104, 0.5590197473759119, 0.5897643097643098, 0.5549802213431707, 0.5561334289813487, 0.5774424693399477, 0.5698776418242492, 0.5498088549075391, 0.46731310603690956, 0.48479078834035993]","[80, 90, 108, 92, 75, 102, 94, 93, 85, 86]","[75, 56, 57, 57, 89, 75, 61, 55, 76, 85]","[71, 78, 66, 74, 58, 59, 80, 85, 82, 77]","[74, 76, 69, 77, 78, 64, 65, 67, 57, 52]",0.5429330790383158,,9.0,euclidean,distance,,,
578,,K Neighbors,,40,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[81, 74],
       [74, 71]]), array([[83, 63],
       [85, 69]]), array([[103,  62],
       [ 65,  70]]), array([[91, 58],
       [76, 75]]), array([[72, 92],
       [57, 79]]), array([[97, 80],
       [57, 66]]), array([[96, 59],
       [81, 64]]), array([[94, 54],
       [91, 61]]), array([[88, 73],
       [80, 59]]), array([[89, 82],
       [70, 59]])]","[0.4965962180200223, 0.5273083081302259, 0.5625589225589225, 0.5501800080003555, 0.5523448708751794, 0.5640530981581002, 0.5708565072302558, 0.549342105263158, 0.46650878055319717, 0.491817398794143]","[81, 83, 103, 91, 72, 97, 96, 94, 88, 89]","[74, 63, 62, 58, 92, 80, 59, 54, 73, 82]","[74, 85, 65, 76, 57, 57, 81, 91, 80, 70]","[71, 69, 70, 75, 79, 66, 64, 61, 59, 59]",0.5331566217583559,,9.0,manhattan,distance,,,
579,,K Neighbors,,40,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[80, 75],
       [71, 74]]), array([[90, 56],
       [78, 76]]), array([[108,  57],
       [ 66,  69]]), array([[92, 57],
       [74, 77]]), array([[75, 89],
       [58, 78]]), array([[102,  75],
       [ 59,  64]]), array([[94, 61],
       [80, 65]]), array([[93, 55],
       [85, 67]]), array([[85, 76],
       [82, 57]]), array([[86, 85],
       [77, 52]])]","[0.5202002224694104, 0.5590197473759119, 0.5897643097643098, 0.5549802213431707, 0.5561334289813487, 0.5774424693399477, 0.5698776418242492, 0.5498088549075391, 0.46731310603690956, 0.48479078834035993]","[80, 90, 108, 92, 75, 102, 94, 93, 85, 86]","[75, 56, 57, 57, 89, 75, 61, 55, 76, 85]","[71, 78, 66, 74, 58, 59, 80, 85, 82, 77]","[74, 76, 69, 77, 78, 64, 65, 67, 57, 52]",0.5429330790383158,,9.0,minkowski,distance,,,
580,,K Neighbors,,40,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[76, 79],
       [75, 70]]), array([[85, 61],
       [79, 75]]), array([[114,  51],
       [ 67,  68]]), array([[89, 60],
       [76, 75]]), array([[71, 93],
       [61, 75]]), array([[104,  73],
       [ 56,  67]]), array([[90, 65],
       [76, 69]]), array([[91, 57],
       [86, 66]]), array([[79, 82],
       [83, 56]]), array([[79, 92],
       [71, 58]])]","[0.5050500556173526, 0.5337351005159224, 0.5868462401795735, 0.5510911596070938, 0.5204223457675754, 0.5788204492214414, 0.550389321468298, 0.5295385846372689, 0.44231198891818224, 0.4558230200825061]","[76, 85, 114, 89, 71, 104, 90, 91, 79, 79]","[79, 61, 51, 60, 93, 73, 65, 57, 82, 92]","[75, 79, 67, 76, 61, 56, 76, 86, 83, 71]","[70, 75, 68, 75, 75, 67, 69, 66, 56, 58]",0.5254028266015214,,11.0,euclidean,uniform,,,
581,,K Neighbors,,40,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[76, 79],
       [74, 71]]), array([[84, 62],
       [85, 69]]), array([[109,  56],
       [ 70,  65]]), array([[87, 62],
       [76, 75]]), array([[75, 89],
       [57, 79]]), array([[103,  74],
       [ 54,  69]]), array([[95, 60],
       [81, 64]]), array([[97, 51],
       [89, 63]]), array([[79, 82],
       [84, 55]]), array([[86, 85],
       [76, 53]])]","[0.5036707452725251, 0.5283534958192493, 0.5750841750841751, 0.5515800702253433, 0.5341194404591104, 0.5817142069725783, 0.5502558398220245, 0.5175586770981507, 0.4357880155502927, 0.46495761367242394]","[76, 84, 109, 87, 75, 103, 95, 97, 79, 86]","[79, 62, 56, 62, 89, 74, 60, 51, 82, 85]","[74, 85, 70, 76, 57, 54, 81, 89, 84, 76]","[71, 69, 65, 75, 79, 69, 64, 63, 55, 53]",0.5243082279975874,,11.0,manhattan,uniform,,,
582,,K Neighbors,,40,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[76, 79],
       [75, 70]]), array([[85, 61],
       [79, 75]]), array([[114,  51],
       [ 67,  68]]), array([[89, 60],
       [76, 75]]), array([[71, 93],
       [61, 75]]), array([[104,  73],
       [ 56,  67]]), array([[90, 65],
       [76, 69]]), array([[91, 57],
       [86, 66]]), array([[79, 82],
       [83, 56]]), array([[79, 92],
       [71, 58]])]","[0.5050500556173526, 0.5337351005159224, 0.5868462401795735, 0.5510911596070938, 0.5204223457675754, 0.5788204492214414, 0.550389321468298, 0.5295385846372689, 0.44231198891818224, 0.4558230200825061]","[76, 85, 114, 89, 71, 104, 90, 91, 79, 79]","[79, 61, 51, 60, 93, 73, 65, 57, 82, 92]","[75, 79, 67, 76, 61, 56, 76, 86, 83, 71]","[70, 75, 68, 75, 75, 67, 69, 66, 56, 58]",0.5254028266015214,,11.0,minkowski,uniform,,,
583,,K Neighbors,,40,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[74, 81],
       [70, 75]]), array([[85, 61],
       [82, 72]]), array([[109,  56],
       [ 63,  72]]), array([[90, 59],
       [75, 76]]), array([[69, 95],
       [64, 72]]), array([[103,  74],
       [ 57,  66]]), array([[95, 60],
       [77, 68]]), array([[90, 58],
       [92, 60]]), array([[79, 82],
       [82, 57]]), array([[87, 84],
       [71, 58]])]","[0.5084538375973304, 0.5424301725671589, 0.589337822671156, 0.5512244988666162, 0.542369081779053, 0.583804143126177, 0.5714794215795328, 0.5433854907539118, 0.4541311050538451, 0.47264155220091575]","[74, 85, 109, 90, 69, 103, 95, 90, 79, 87]","[81, 61, 56, 59, 95, 74, 60, 58, 82, 84]","[70, 82, 63, 75, 64, 57, 77, 92, 82, 71]","[75, 72, 72, 76, 72, 66, 68, 60, 57, 58]",0.5359257126195696,,11.0,euclidean,distance,,,
584,,K Neighbors,,40,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[74, 81],
       [71, 74]]), array([[80, 66],
       [84, 70]]), array([[105,  60],
       [ 66,  69]]), array([[89, 60],
       [77, 74]]), array([[75, 89],
       [60, 76]]), array([[98, 79],
       [55, 68]]), array([[99, 56],
       [80, 65]]), array([[92, 56],
       [92, 60]]), array([[81, 80],
       [86, 53]]), array([[90, 81],
       [74, 55]])]","[0.5002669632925473, 0.5296210638676393, 0.5714029180695848, 0.5482910351571182, 0.5457317073170731, 0.5850443250195214, 0.5732146829810901, 0.5373399715504978, 0.44881361991152424, 0.48361213110295115]","[74, 80, 105, 89, 75, 98, 99, 92, 81, 90]","[81, 66, 60, 60, 89, 79, 56, 56, 80, 81]","[71, 84, 66, 77, 60, 55, 80, 92, 86, 74]","[74, 70, 69, 74, 76, 68, 65, 60, 53, 55]",0.5323338418269548,,11.0,manhattan,distance,,,
585,,K Neighbors,,40,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[74, 81],
       [70, 75]]), array([[85, 61],
       [82, 72]]), array([[109,  56],
       [ 63,  72]]), array([[90, 59],
       [75, 76]]), array([[69, 95],
       [64, 72]]), array([[103,  74],
       [ 57,  66]]), array([[95, 60],
       [77, 68]]), array([[90, 58],
       [92, 60]]), array([[79, 82],
       [82, 57]]), array([[87, 84],
       [71, 58]])]","[0.5084538375973304, 0.5424301725671589, 0.589337822671156, 0.5512244988666162, 0.542369081779053, 0.583804143126177, 0.5714794215795328, 0.5433854907539118, 0.4541311050538451, 0.47264155220091575]","[74, 85, 109, 90, 69, 103, 95, 90, 79, 87]","[81, 61, 56, 59, 95, 74, 60, 58, 82, 84]","[70, 82, 63, 75, 64, 57, 77, 92, 82, 71]","[75, 72, 72, 76, 72, 66, 68, 60, 57, 58]",0.5359257126195696,,11.0,minkowski,distance,,,
586,,K Neighbors,,40,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[70, 85],
       [73, 72]]), array([[81, 65],
       [76, 78]]), array([[115,  50],
       [ 65,  70]]), array([[93, 56],
       [79, 72]]), array([[80, 84],
       [60, 76]]), array([[104,  73],
       [ 54,  69]]), array([[91, 64],
       [74, 71]]), array([[88, 60],
       [85, 67]]), array([[77, 84],
       [74, 65]]), array([[76, 95],
       [68, 61]])]","[0.4904115684093438, 0.548145347802882, 0.6021548821548822, 0.5495133117027423, 0.5340746054519367, 0.5744798125947361, 0.5689210233592882, 0.5255600995732574, 0.4545332677957013, 0.46024298472278885]","[70, 81, 115, 93, 80, 104, 91, 88, 77, 76]","[85, 65, 50, 56, 84, 73, 64, 60, 84, 95]","[73, 76, 65, 79, 60, 54, 74, 85, 74, 68]","[72, 78, 70, 72, 76, 69, 71, 67, 65, 61]",0.5308036903567559,,13.0,euclidean,uniform,,,
587,,K Neighbors,,40,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[73, 82],
       [71, 74]]), array([[79, 67],
       [80, 74]]), array([[108,  57],
       [ 68,  67]]), array([[95, 54],
       [74, 77]]), array([[77, 87],
       [56, 80]]), array([[101,  76],
       [ 62,  61]]), array([[87, 68],
       [79, 66]]), array([[88, 60],
       [89, 63]]), array([[76, 85],
       [84, 55]]), array([[84, 87],
       [79, 50]])]","[0.5013125695216908, 0.5317336772816224, 0.5818630751964086, 0.5501800080003555, 0.5461576398852223, 0.5495383767396996, 0.5426251390433815, 0.5213815789473685, 0.4353858528084364, 0.4645042839657283]","[73, 79, 108, 95, 77, 101, 87, 88, 76, 84]","[82, 67, 57, 54, 87, 76, 68, 60, 85, 87]","[71, 80, 68, 74, 56, 62, 79, 89, 84, 79]","[74, 74, 67, 77, 80, 61, 66, 63, 55, 50]",0.5224682201389913,,13.0,manhattan,uniform,,,
588,,K Neighbors,,40,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[70, 85],
       [73, 72]]), array([[81, 65],
       [76, 78]]), array([[115,  50],
       [ 65,  70]]), array([[93, 56],
       [79, 72]]), array([[80, 84],
       [60, 76]]), array([[104,  73],
       [ 54,  69]]), array([[91, 64],
       [74, 71]]), array([[88, 60],
       [85, 67]]), array([[77, 84],
       [74, 65]]), array([[76, 95],
       [68, 61]])]","[0.4904115684093438, 0.548145347802882, 0.6021548821548822, 0.5495133117027423, 0.5340746054519367, 0.5744798125947361, 0.5689210233592882, 0.5255600995732574, 0.4545332677957013, 0.46024298472278885]","[70, 81, 115, 93, 80, 104, 91, 88, 77, 76]","[85, 65, 50, 56, 84, 73, 64, 60, 84, 95]","[73, 76, 65, 79, 60, 54, 74, 85, 74, 68]","[72, 78, 70, 72, 76, 69, 71, 67, 65, 61]",0.5308036903567559,,13.0,minkowski,uniform,,,
589,,K Neighbors,,40,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[68, 87],
       [69, 76]]), array([[85, 61],
       [79, 75]]), array([[108,  57],
       [ 67,  68]]), array([[88, 61],
       [77, 74]]), array([[74, 90],
       [61, 75]]), array([[105,  72],
       [ 58,  65]]), array([[97, 58],
       [76, 69]]), array([[93, 55],
       [88, 64]]), array([[78, 83],
       [80, 59]]), array([[84, 87],
       [68, 61]])]","[0.4949054505005562, 0.5574186087884718, 0.5980920314253648, 0.5507800346682075, 0.5490494978479197, 0.5779706949611869, 0.578420467185762, 0.5433854907539117, 0.46020823093078334, 0.47187089169953306]","[68, 85, 108, 88, 74, 105, 97, 93, 78, 84]","[87, 61, 57, 61, 90, 72, 58, 55, 83, 87]","[69, 79, 67, 77, 61, 58, 76, 88, 80, 68]","[76, 75, 68, 74, 75, 65, 69, 64, 59, 61]",0.5382101398761697,,13.0,euclidean,distance,,,
590,,K Neighbors,,40,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[72, 83],
       [69, 76]]), array([[79, 67],
       [83, 71]]), array([[107,  58],
       [ 69,  66]]), array([[90, 59],
       [75, 76]]), array([[78, 86],
       [56, 80]]), array([[101,  76],
       [ 62,  61]]), array([[93, 62],
       [81, 64]]), array([[94, 54],
       [90, 62]]), array([[81, 80],
       [86, 53]]), array([[90, 81],
       [72, 57]])]","[0.5014015572858732, 0.5337573385518591, 0.5792592592592593, 0.5504244633094804, 0.5505738880918222, 0.5607000137797988, 0.5638709677419355, 0.5412517780938834, 0.448411457169668, 0.480484156126751]","[72, 79, 107, 90, 78, 101, 93, 94, 81, 90]","[83, 67, 58, 59, 86, 76, 62, 54, 80, 81]","[69, 83, 69, 75, 56, 62, 81, 90, 86, 72]","[76, 71, 66, 76, 80, 61, 64, 62, 53, 57]",0.5310134879410331,,13.0,manhattan,distance,,,
591,,K Neighbors,,40,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[68, 87],
       [69, 76]]), array([[85, 61],
       [79, 75]]), array([[108,  57],
       [ 67,  68]]), array([[88, 61],
       [77, 74]]), array([[74, 90],
       [61, 75]]), array([[105,  72],
       [ 58,  65]]), array([[97, 58],
       [76, 69]]), array([[93, 55],
       [88, 64]]), array([[78, 83],
       [80, 59]]), array([[84, 87],
       [68, 61]])]","[0.4949054505005562, 0.5574186087884718, 0.5980920314253648, 0.5507800346682075, 0.5490494978479197, 0.5779706949611869, 0.578420467185762, 0.5433854907539117, 0.46020823093078334, 0.47187089169953306]","[68, 85, 108, 88, 74, 105, 97, 93, 78, 84]","[87, 61, 57, 61, 90, 72, 58, 55, 83, 87]","[69, 79, 67, 77, 61, 58, 76, 88, 80, 68]","[76, 75, 68, 74, 75, 65, 69, 64, 59, 61]",0.5382101398761697,,13.0,minkowski,distance,,,
592,,K Neighbors,,40,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[67, 88],
       [66, 79]]), array([[85, 61],
       [77, 77]]), array([[109,  56],
       [ 77,  58]]), array([[91, 58],
       [79, 72]]), array([[79, 85],
       [59, 77]]), array([[105,  72],
       [ 57,  66]]), array([[99, 56],
       [75, 70]]), array([[87, 61],
       [86, 66]]), array([[72, 89],
       [79, 60]]), array([[79, 92],
       [66, 63]])]","[0.4947942157953281, 0.5497909624621954, 0.5949719416386083, 0.5784034845993156, 0.5670059182209469, 0.5534196867392402, 0.5736596218020023, 0.5241598506401137, 0.4530139863264668, 0.4592003263973889]","[67, 85, 109, 91, 79, 105, 99, 87, 72, 79]","[88, 61, 56, 58, 85, 72, 56, 61, 89, 92]","[66, 77, 77, 79, 59, 57, 75, 86, 79, 66]","[79, 77, 58, 72, 77, 66, 70, 66, 60, 63]",0.5348419994621606,,15.0,euclidean,uniform,,,
